Layer,NodesPerLayer,BatchSize,Epoch,Optimizer,Accuracy
2,100,256,400,Adamax,0.7506812214851379
2,100,512,400,Adamax,0.7752043604850769
3,30,16,400,Adamax,0.776566743850708
3,30,32,400,Adamax,0.7588555812835693
3,30,64,400,Adamax,0.7874659299850464
3,30,128,400,Adamax,0.7329699993133545
3,30,256,400,Adamax,0.7506812214851379
3,30,512,400,Adamax,0.7929155230522156
3,40,16,400,Adamax,0.776566743850708
3,40,32,400,Adamax,0.7343324422836304
3,40,64,400,Adamax,0.7561308145523071
3,40,128,400,Adamax,0.747956395149231
3,40,256,400,Adamax,0.7288828492164612
3,40,512,400,Adamax,0.7643051743507385
3,50,16,400,Adamax,0.7452316284179688
3,50,32,400,Adamax,0.7847411632537842
3,50,64,400,Adamax,0.747956395149231
3,50,128,400,Adamax,0.7643051743507385
3,50,256,400,Adamax,0.7438691854476929
3,50,512,400,Adamax,0.7425068020820618
3,60,16,400,Adamax,0.7915531396865845
3,60,32,400,Adamax,0.7820163369178772
3,60,64,400,Adamax,0.7915531396865845
3,60,128,400,Adamax,0.7779291272163391
3,60,256,400,Adamax,0.7711171507835388
3,60,512,400,Adamax,0.7574931979179382
3,70,16,400,Adamax,0.7915531396865845
3,70,32,400,Adamax,0.7779291272163391
3,70,64,400,Adamax,0.7602179646492004
3,70,128,400,Adamax,0.7547683715820312
3,70,256,400,Adamax,0.752043604850769
3,70,512,400,Adamax,0.7752043604850769
3,80,16,400,Adamax,0.7602179646492004
3,80,32,400,Adamax,0.7629427909851074
3,80,64,400,Adamax,0.7615804076194763
3,80,128,400,Adamax,0.7506812214851379
3,80,256,400,Adamax,0.7697547674179077
3,80,512,400,Adamax,0.7602179646492004
3,90,16,400,Adamax,0.7697547674179077
3,90,32,400,Adamax,0.7711171507835388
3,90,64,400,Adamax,0.7697547674179077
3,90,128,400,Adamax,0.7588555812835693
3,90,256,400,Adamax,0.7588555812835693
3,90,512,400,Adamax,0.7356948256492615
3,100,16,400,Adamax,0.7847411632537842
3,100,32,400,Adamax,0.7302452325820923
3,100,64,400,Adamax,0.7561308145523071
3,100,128,400,Adamax,0.752043604850769
3,100,256,400,Adamax,0.7370572090148926
3,100,512,400,Adamax,0.7574931979179382
1,30,16,500,Adamax,0.8092643022537231
1,30,32,500,Adamax,0.8065395355224609
1,30,64,500,Adamax,0.8065395355224609
1,30,128,500,Adamax,0.7683923840522766
1,30,256,500,Adamax,0.8051770925521851
1,30,512,500,Adamax,0.7656675577163696
1,40,16,500,Adamax,0.8147138953208923
1,40,32,500,Adamax,0.8051770925521851
1,40,64,500,Adamax,0.8106266856193542
1,40,128,500,Adamax,0.7833787202835083
1,40,256,500,Adamax,0.776566743850708
1,40,512,500,Adamax,0.7711171507835388
1,50,16,500,Adamax,0.8365122675895691
1,50,32,500,Adamax,0.8119891285896301
1,50,64,500,Adamax,0.803814709186554
1,50,128,500,Adamax,0.7997274994850159
1,50,256,500,Adamax,0.803814709186554
1,50,512,500,Adamax,0.779291570186615
1,60,16,500,Adamax,0.8256130814552307
1,60,32,500,Adamax,0.8201634883880615
1,60,64,500,Adamax,0.8119891285896301
1,60,128,500,Adamax,0.7983651161193848
1,60,256,500,Adamax,0.7970027327537537
1,60,512,500,Adamax,0.7956403493881226
1,70,16,500,Adamax,0.7983651161193848
1,70,32,500,Adamax,0.807901918888092
1,70,64,500,Adamax,0.807901918888092
1,70,128,500,Adamax,0.7929155230522156
1,70,256,500,Adamax,0.7683923840522766
1,70,512,500,Adamax,0.8051770925521851
1,80,16,500,Adamax,0.8024523258209229
1,80,32,500,Adamax,0.807901918888092
1,80,64,500,Adamax,0.7970027327537537
1,80,128,500,Adamax,0.7915531396865845
1,80,256,500,Adamax,0.7820163369178772
1,80,512,500,Adamax,0.7942779064178467
1,90,16,500,Adamax,0.8228882551193237
1,90,32,500,Adamax,0.8051770925521851
1,90,64,500,Adamax,0.8242506980895996
1,90,128,500,Adamax,0.7915531396865845
1,90,256,500,Adamax,0.7970027327537537
1,90,512,500,Adamax,0.8119891285896301
1,100,16,500,Adamax,0.8160762786865234
1,100,32,500,Adamax,0.8106266856193542
1,100,64,500,Adamax,0.7970027327537537
1,100,128,500,Adamax,0.8147138953208923
1,100,256,500,Adamax,0.8147138953208923
1,100,512,500,Adamax,0.8215258717536926
2,30,16,500,Adamax,0.7983651161193848
2,30,32,500,Adamax,0.7820163369178772
2,30,64,500,Adamax,0.7847411632537842
2,30,128,500,Adamax,0.8188011050224304
2,30,256,500,Adamax,0.7384195923805237
2,30,512,500,Adamax,0.7670300006866455
2,40,16,500,Adamax,0.7956403493881226
2,40,32,500,Adamax,0.7711171507835388
2,40,64,500,Adamax,0.7820163369178772
2,40,128,500,Adamax,0.7534059882164001
2,40,256,500,Adamax,0.7711171507835388
2,40,512,500,Adamax,0.7983651161193848
2,50,16,500,Adamax,0.8065395355224609
2,50,32,500,Adamax,0.8051770925521851
2,50,64,500,Adamax,0.7724795937538147
2,50,128,500,Adamax,0.7697547674179077
2,50,256,500,Adamax,0.7493187785148621
2,50,512,500,Adamax,0.7588555812835693
2,60,16,500,Adamax,0.7942779064178467
2,60,32,500,Adamax,0.8065395355224609
2,60,64,500,Adamax,0.7779291272163391
2,60,128,500,Adamax,0.7724795937538147
2,60,256,500,Adamax,0.7615804076194763
2,60,512,500,Adamax,0.7275204062461853
2,70,16,500,Adamax,0.7820163369178772
2,70,32,500,Adamax,0.7643051743507385
2,70,64,500,Adamax,0.7874659299850464
2,70,128,500,Adamax,0.7438691854476929
2,70,256,500,Adamax,0.7588555812835693
2,70,512,500,Adamax,0.7683923840522766
2,80,16,500,Adamax,0.7970027327537537
2,80,32,500,Adamax,0.7929155230522156
2,80,64,500,Adamax,0.7615804076194763
2,80,128,500,Adamax,0.776566743850708
2,80,256,500,Adamax,0.776566743850708
2,80,512,500,Adamax,0.752043604850769
2,90,16,500,Adamax,0.8010899424552917
2,90,32,500,Adamax,0.7724795937538147
2,90,64,500,Adamax,0.7915531396865845
2,90,128,500,Adamax,0.7833787202835083
2,90,256,500,Adamax,0.7493187785148621
2,90,512,500,Adamax,0.7643051743507385
2,100,16,500,Adamax,0.7901907563209534
2,100,32,500,Adamax,0.7629427909851074
2,100,64,500,Adamax,0.7752043604850769
2,100,128,500,Adamax,0.7629427909851074
2,100,256,500,Adamax,0.7779291272163391
2,100,512,500,Adamax,0.7956403493881226
3,30,16,500,Adamax,0.7574931979179382
3,30,32,500,Adamax,0.7738419771194458
3,30,64,500,Adamax,0.7643051743507385
3,30,128,500,Adamax,0.7588555812835693
3,30,256,500,Adamax,0.7302452325820923
3,30,512,500,Adamax,0.7384195923805237
3,40,16,500,Adamax,0.7929155230522156
3,40,32,500,Adamax,0.7752043604850769
3,40,64,500,Adamax,0.7752043604850769
3,40,128,500,Adamax,0.776566743850708
3,40,256,500,Adamax,0.7588555812835693
3,40,512,500,Adamax,0.7493187785148621
3,50,16,500,Adamax,0.779291570186615
3,50,32,500,Adamax,0.7752043604850769
3,50,64,500,Adamax,0.776566743850708
3,50,128,500,Adamax,0.7615804076194763
3,50,256,500,Adamax,0.7425068020820618
3,50,512,500,Adamax,0.7738419771194458
3,60,16,500,Adamax,0.7956403493881226
3,60,32,500,Adamax,0.7847411632537842
3,60,64,500,Adamax,0.747956395149231
3,60,128,500,Adamax,0.7670300006866455
3,60,256,500,Adamax,0.7411444187164307
3,60,512,500,Adamax,0.752043604850769
3,70,16,500,Adamax,0.723433256149292
3,70,32,500,Adamax,0.7615804076194763
3,70,64,500,Adamax,0.7888283133506775
3,70,128,500,Adamax,0.7343324422836304
3,70,256,500,Adamax,0.7629427909851074
3,70,512,500,Adamax,0.7806539535522461
3,80,16,500,Adamax,0.7656675577163696
3,80,32,500,Adamax,0.7820163369178772
3,80,64,500,Adamax,0.7779291272163391
3,80,128,500,Adamax,0.7806539535522461
3,80,256,500,Adamax,0.7452316284179688
3,80,512,500,Adamax,0.7465940117835999
3,90,16,500,Adamax,0.7752043604850769
3,90,32,500,Adamax,0.7615804076194763
3,90,64,500,Adamax,0.7861035466194153
3,90,128,500,Adamax,0.747956395149231
3,90,256,500,Adamax,0.7738419771194458
3,90,512,500,Adamax,0.7275204062461853
3,100,16,500,Adamax,0.7561308145523071
3,100,32,500,Adamax,0.7697547674179077
3,100,64,500,Adamax,0.7438691854476929
3,100,128,500,Adamax,0.7493187785148621
3,100,256,500,Adamax,0.7683923840522766
3,100,512,500,Adamax,0.752043604850769
1,30,16,50,Nadam,0.7656675577163696
1,30,32,50,Nadam,0.7602179646492004
1,30,64,50,Nadam,0.7029972672462463
1,30,128,50,Nadam,0.7561308145523071
1,30,256,50,Nadam,0.7193460464477539
1,30,512,50,Nadam,0.4659400582313537
1,40,16,50,Nadam,0.7942779064178467
1,40,32,50,Nadam,0.7493187785148621
1,40,64,50,Nadam,0.7316076159477234
1,40,128,50,Nadam,0.7043596506118774
1,40,256,50,Nadam,0.6975476741790771
1,40,512,50,Nadam,0.5354223251342773
1,50,16,50,Nadam,0.7506812214851379
1,50,32,50,Nadam,0.7425068020820618
1,50,64,50,Nadam,0.7833787202835083
1,50,128,50,Nadam,0.7070844769477844
1,50,256,50,Nadam,0.7847411632537842
1,50,512,50,Nadam,0.7261580228805542
1,60,16,50,Nadam,0.7861035466194153
1,60,32,50,Nadam,0.8106266856193542
1,60,64,50,Nadam,0.7574931979179382
1,60,128,50,Nadam,0.7452316284179688
1,60,256,50,Nadam,0.7711171507835388
1,60,512,50,Nadam,0.7043596506118774
1,70,16,50,Nadam,0.8174387216567993
1,70,32,50,Nadam,0.8051770925521851
1,70,64,50,Nadam,0.7752043604850769
1,70,128,50,Nadam,0.7220708727836609
1,70,256,50,Nadam,0.6811988949775696
1,70,512,50,Nadam,0.4359672963619232
1,80,16,50,Nadam,0.8310626745223999
1,80,32,50,Nadam,0.7874659299850464
1,80,64,50,Nadam,0.7615804076194763
1,80,128,50,Nadam,0.7356948256492615
1,80,256,50,Nadam,0.7152588367462158
1,80,512,50,Nadam,0.7411444187164307
1,90,16,50,Nadam,0.7983651161193848
1,90,32,50,Nadam,0.7547683715820312
1,90,64,50,Nadam,0.7493187785148621
1,90,128,50,Nadam,0.7602179646492004
1,90,256,50,Nadam,0.7002725005149841
1,90,512,50,Nadam,0.7302452325820923
1,100,16,50,Nadam,0.7166212797164917
1,100,32,50,Nadam,0.8010899424552917
1,100,64,50,Nadam,0.7752043604850769
1,100,128,50,Nadam,0.779291570186615
1,100,256,50,Nadam,0.747956395149231
1,100,512,50,Nadam,0.7574931979179382
2,30,16,50,Nadam,0.7588555812835693
2,30,32,50,Nadam,0.7670300006866455
2,30,64,50,Nadam,0.7193460464477539
2,30,128,50,Nadam,0.7356948256492615
2,30,256,50,Nadam,0.7166212797164917
2,30,512,50,Nadam,0.7643051743507385
2,40,16,50,Nadam,0.7738419771194458
2,40,32,50,Nadam,0.7847411632537842
2,40,64,50,Nadam,0.752043604850769
2,40,128,50,Nadam,0.7806539535522461
2,40,256,50,Nadam,0.7493187785148621
2,40,512,50,Nadam,0.6934604644775391
2,50,16,50,Nadam,0.7724795937538147
2,50,32,50,Nadam,0.7970027327537537
2,50,64,50,Nadam,0.8065395355224609
2,50,128,50,Nadam,0.7683923840522766
2,50,256,50,Nadam,0.7493187785148621
2,50,512,50,Nadam,0.7452316284179688
2,60,16,50,Nadam,0.7247956395149231
2,60,32,50,Nadam,0.7506812214851379
2,60,64,50,Nadam,0.7779291272163391
2,60,128,50,Nadam,0.747956395149231
2,60,256,50,Nadam,0.720708429813385
2,60,512,50,Nadam,0.7329699993133545
2,70,16,50,Nadam,0.7397820353507996
2,70,32,50,Nadam,0.8133515119552612
2,70,64,50,Nadam,0.8051770925521851
2,70,128,50,Nadam,0.7820163369178772
2,70,256,50,Nadam,0.7384195923805237
2,70,512,50,Nadam,0.7384195923805237
2,80,16,50,Nadam,0.7697547674179077
2,80,32,50,Nadam,0.776566743850708
2,80,64,50,Nadam,0.7561308145523071
2,80,128,50,Nadam,0.7752043604850769
2,80,256,50,Nadam,0.7615804076194763
2,80,512,50,Nadam,0.7316076159477234
2,90,16,50,Nadam,0.7833787202835083
2,90,32,50,Nadam,0.7302452325820923
2,90,64,50,Nadam,0.7752043604850769
2,90,128,50,Nadam,0.7820163369178772
2,90,256,50,Nadam,0.7697547674179077
2,90,512,50,Nadam,0.7656675577163696
2,100,16,50,Nadam,0.807901918888092
2,100,32,50,Nadam,0.8160762786865234
2,100,64,50,Nadam,0.7534059882164001
2,100,128,50,Nadam,0.7493187785148621
2,100,256,50,Nadam,0.7643051743507385
2,100,512,50,Nadam,0.7534059882164001
3,30,16,50,Nadam,0.7711171507835388
3,30,32,50,Nadam,0.6948229074478149
3,30,64,50,Nadam,0.7384195923805237
3,30,128,50,Nadam,0.7356948256492615
3,30,256,50,Nadam,0.752043604850769
3,30,512,50,Nadam,0.7452316284179688
3,40,16,50,Nadam,0.807901918888092
3,40,32,50,Nadam,0.7438691854476929
3,40,64,50,Nadam,0.6539509296417236
3,40,128,50,Nadam,0.7166212797164917
3,40,256,50,Nadam,0.7179836630821228
3,40,512,50,Nadam,0.7261580228805542
3,50,16,50,Nadam,0.7874659299850464
3,50,32,50,Nadam,0.7397820353507996
3,50,64,50,Nadam,0.7397820353507996
3,50,128,50,Nadam,0.7370572090148926
3,50,256,50,Nadam,0.7561308145523071
3,50,512,50,Nadam,0.7329699993133545
3,60,16,50,Nadam,0.7356948256492615
3,60,32,50,Nadam,0.7506812214851379
3,60,64,50,Nadam,0.7697547674179077
3,60,128,50,Nadam,0.7438691854476929
3,60,256,50,Nadam,0.7384195923805237
3,60,512,50,Nadam,0.7220708727836609
3,70,16,50,Nadam,0.7384195923805237
3,70,32,50,Nadam,0.6907356977462769
3,70,64,50,Nadam,0.7602179646492004
3,70,128,50,Nadam,0.7752043604850769
3,70,256,50,Nadam,0.7724795937538147
3,70,512,50,Nadam,0.7356948256492615
3,80,16,50,Nadam,0.720708429813385
3,80,32,50,Nadam,0.7670300006866455
3,80,64,50,Nadam,0.692098081111908
3,80,128,50,Nadam,0.7506812214851379
3,80,256,50,Nadam,0.7302452325820923
3,80,512,50,Nadam,0.7493187785148621
3,90,16,50,Nadam,0.7820163369178772
3,90,32,50,Nadam,0.720708429813385
3,90,64,50,Nadam,0.7833787202835083
3,90,128,50,Nadam,0.7275204062461853
3,90,256,50,Nadam,0.7493187785148621
3,90,512,50,Nadam,0.7697547674179077
3,100,16,50,Nadam,0.6948229074478149
3,100,32,50,Nadam,0.7956403493881226
3,100,64,50,Nadam,0.7247956395149231
3,100,128,50,Nadam,0.7179836630821228
3,100,256,50,Nadam,0.7179836630821228
3,100,512,50,Nadam,0.7288828492164612
1,30,16,100,Nadam,0.8024523258209229
1,30,32,100,Nadam,0.7833787202835083
1,30,64,100,Nadam,0.7547683715820312
1,30,128,100,Nadam,0.779291570186615
1,30,256,100,Nadam,0.7029972672462463
1,30,512,100,Nadam,0.6389645934104919
1,40,16,100,Nadam,0.8215258717536926
1,40,32,100,Nadam,0.7915531396865845
1,40,64,100,Nadam,0.7833787202835083
1,40,128,100,Nadam,0.7438691854476929
1,40,256,100,Nadam,0.7438691854476929
1,40,512,100,Nadam,0.752043604850769
1,50,16,100,Nadam,0.7683923840522766
1,50,32,100,Nadam,0.8256130814552307
1,50,64,100,Nadam,0.8106266856193542
1,50,128,100,Nadam,0.7806539535522461
1,50,256,100,Nadam,0.720708429813385
1,50,512,100,Nadam,0.7465940117835999
1,60,16,100,Nadam,0.807901918888092
1,60,32,100,Nadam,0.8119891285896301
1,60,64,100,Nadam,0.7629427909851074
1,60,128,100,Nadam,0.7752043604850769
1,60,256,100,Nadam,0.7888283133506775
1,60,512,100,Nadam,0.7670300006866455
1,70,16,100,Nadam,0.8133515119552612
1,70,32,100,Nadam,0.7615804076194763
1,70,64,100,Nadam,0.8010899424552917
1,70,128,100,Nadam,0.7983651161193848
1,70,256,100,Nadam,0.7506812214851379
1,70,512,100,Nadam,0.7738419771194458
1,80,16,100,Nadam,0.803814709186554
1,80,32,100,Nadam,0.803814709186554
1,80,64,100,Nadam,0.7997274994850159
1,80,128,100,Nadam,0.776566743850708
1,80,256,100,Nadam,0.7915531396865845
1,80,512,100,Nadam,0.7629427909851074
1,90,16,100,Nadam,0.7983651161193848
1,90,32,100,Nadam,0.8256130814552307
1,90,64,100,Nadam,0.8133515119552612
1,90,128,100,Nadam,0.7997274994850159
1,90,256,100,Nadam,0.7983651161193848
1,90,512,100,Nadam,0.7493187785148621
1,100,16,100,Nadam,0.8201634883880615
1,100,32,100,Nadam,0.8297002911567688
1,100,64,100,Nadam,0.8133515119552612
1,100,128,100,Nadam,0.7861035466194153
1,100,256,100,Nadam,0.7738419771194458
1,100,512,100,Nadam,0.7711171507835388
2,30,16,100,Nadam,0.7970027327537537
2,30,32,100,Nadam,0.7738419771194458
2,30,64,100,Nadam,0.7806539535522461
2,30,128,100,Nadam,0.779291570186615
2,30,256,100,Nadam,0.7547683715820312
2,30,512,100,Nadam,0.7452316284179688
2,40,16,100,Nadam,0.7929155230522156
2,40,32,100,Nadam,0.7874659299850464
2,40,64,100,Nadam,0.7465940117835999
2,40,128,100,Nadam,0.723433256149292
2,40,256,100,Nadam,0.720708429813385
2,40,512,100,Nadam,0.7343324422836304
2,50,16,100,Nadam,0.803814709186554
2,50,32,100,Nadam,0.7738419771194458
2,50,64,100,Nadam,0.7942779064178467
2,50,128,100,Nadam,0.7956403493881226
2,50,256,100,Nadam,0.779291570186615
2,50,512,100,Nadam,0.7615804076194763
2,60,16,100,Nadam,0.8092643022537231
2,60,32,100,Nadam,0.7874659299850464
2,60,64,100,Nadam,0.7574931979179382
2,60,128,100,Nadam,0.7166212797164917
2,60,256,100,Nadam,0.7697547674179077
2,60,512,100,Nadam,0.7602179646492004
2,70,16,100,Nadam,0.7915531396865845
2,70,32,100,Nadam,0.7752043604850769
2,70,64,100,Nadam,0.7942779064178467
2,70,128,100,Nadam,0.7643051743507385
2,70,256,100,Nadam,0.7506812214851379
2,70,512,100,Nadam,0.7288828492164612
2,80,16,100,Nadam,0.7643051743507385
2,80,32,100,Nadam,0.7588555812835693
2,80,64,100,Nadam,0.8010899424552917
2,80,128,100,Nadam,0.8051770925521851
2,80,256,100,Nadam,0.7438691854476929
2,80,512,100,Nadam,0.7724795937538147
2,90,16,100,Nadam,0.7915531396865845
2,90,32,100,Nadam,0.7901907563209534
2,90,64,100,Nadam,0.7779291272163391
2,90,128,100,Nadam,0.7833787202835083
2,90,256,100,Nadam,0.7861035466194153
2,90,512,100,Nadam,0.7779291272163391
2,100,16,100,Nadam,0.7220708727836609
2,100,32,100,Nadam,0.779291570186615
2,100,64,100,Nadam,0.7874659299850464
2,100,128,100,Nadam,0.7615804076194763
2,100,256,100,Nadam,0.7752043604850769
2,100,512,100,Nadam,0.7397820353507996
3,30,16,100,Nadam,0.7615804076194763
3,30,32,100,Nadam,0.752043604850769
3,30,64,100,Nadam,0.7534059882164001
3,30,128,100,Nadam,0.7356948256492615
3,30,256,100,Nadam,0.7288828492164612
3,30,512,100,Nadam,0.7438691854476929
3,40,16,100,Nadam,0.747956395149231
3,40,32,100,Nadam,0.7833787202835083
3,40,64,100,Nadam,0.7261580228805542
3,40,128,100,Nadam,0.720708429813385
3,40,256,100,Nadam,0.7288828492164612
3,40,512,100,Nadam,0.7452316284179688
3,50,16,100,Nadam,0.7956403493881226
3,50,32,100,Nadam,0.7643051743507385
3,50,64,100,Nadam,0.7983651161193848
3,50,128,100,Nadam,0.7697547674179077
3,50,256,100,Nadam,0.7493187785148621
3,50,512,100,Nadam,0.7465940117835999
3,60,16,100,Nadam,0.752043604850769
3,60,32,100,Nadam,0.7820163369178772
3,60,64,100,Nadam,0.723433256149292
3,60,128,100,Nadam,0.776566743850708
3,60,256,100,Nadam,0.7193460464477539
3,60,512,100,Nadam,0.7574931979179382
3,70,16,100,Nadam,0.7888283133506775
3,70,32,100,Nadam,0.7588555812835693
3,70,64,100,Nadam,0.7384195923805237
3,70,128,100,Nadam,0.7016348838806152
3,70,256,100,Nadam,0.7711171507835388
3,70,512,100,Nadam,0.720708429813385
3,80,16,100,Nadam,0.7534059882164001
3,80,32,100,Nadam,0.7711171507835388
3,80,64,100,Nadam,0.7942779064178467
3,80,128,100,Nadam,0.7643051743507385
3,80,256,100,Nadam,0.7384195923805237
3,80,512,100,Nadam,0.7356948256492615
3,90,16,100,Nadam,0.7697547674179077
3,90,32,100,Nadam,0.779291570186615
3,90,64,100,Nadam,0.7656675577163696
3,90,128,100,Nadam,0.7561308145523071
3,90,256,100,Nadam,0.7615804076194763
3,90,512,100,Nadam,0.7615804076194763
3,100,16,100,Nadam,0.7697547674179077
3,100,32,100,Nadam,0.7643051743507385
3,100,64,100,Nadam,0.7288828492164612
3,100,128,100,Nadam,0.7193460464477539
3,100,256,100,Nadam,0.7670300006866455
3,100,512,100,Nadam,0.7166212797164917
1,30,16,200,Nadam,0.7970027327537537
1,30,32,200,Nadam,0.8119891285896301
1,30,64,200,Nadam,0.8051770925521851
1,30,128,200,Nadam,0.7847411632537842
1,30,256,200,Nadam,0.7465940117835999
1,30,512,200,Nadam,0.7465940117835999
1,40,16,200,Nadam,0.7983651161193848
1,40,32,200,Nadam,0.7942779064178467
1,40,64,200,Nadam,0.8119891285896301
1,40,128,200,Nadam,0.7929155230522156
1,40,256,200,Nadam,0.7438691854476929
1,40,512,200,Nadam,0.7738419771194458
1,50,16,200,Nadam,0.7915531396865845
1,50,32,200,Nadam,0.807901918888092
1,50,64,200,Nadam,0.807901918888092
1,50,128,200,Nadam,0.7983651161193848
1,50,256,200,Nadam,0.7779291272163391
1,50,512,200,Nadam,0.7874659299850464
1,60,16,200,Nadam,0.7929155230522156
1,60,32,200,Nadam,0.8188011050224304
1,60,64,200,Nadam,0.8147138953208923
1,60,128,200,Nadam,0.7970027327537537
1,60,256,200,Nadam,0.803814709186554
1,60,512,200,Nadam,0.7861035466194153
1,70,16,200,Nadam,0.8228882551193237
1,70,32,200,Nadam,0.7970027327537537
1,70,64,200,Nadam,0.803814709186554
1,70,128,200,Nadam,0.7806539535522461
1,70,256,200,Nadam,0.7724795937538147
1,70,512,200,Nadam,0.807901918888092
1,80,16,200,Nadam,0.8228882551193237
1,80,32,200,Nadam,0.8242506980895996
1,80,64,200,Nadam,0.8051770925521851
1,80,128,200,Nadam,0.8092643022537231
1,80,256,200,Nadam,0.7833787202835083
1,80,512,200,Nadam,0.8010899424552917
1,90,16,200,Nadam,0.8174387216567993
1,90,32,200,Nadam,0.8147138953208923
1,90,64,200,Nadam,0.8228882551193237
1,90,128,200,Nadam,0.8242506980895996
1,90,256,200,Nadam,0.779291570186615
1,90,512,200,Nadam,0.7683923840522766
1,100,16,200,Nadam,0.8188011050224304
1,100,32,200,Nadam,0.8024523258209229
1,100,64,200,Nadam,0.8174387216567993
1,100,128,200,Nadam,0.8065395355224609
1,100,256,200,Nadam,0.7888283133506775
1,100,512,200,Nadam,0.8051770925521851
2,30,16,200,Nadam,0.8092643022537231
2,30,32,200,Nadam,0.779291570186615
2,30,64,200,Nadam,0.7425068020820618
2,30,128,200,Nadam,0.7888283133506775
2,30,256,200,Nadam,0.7683923840522766
2,30,512,200,Nadam,0.720708429813385
2,40,16,200,Nadam,0.7956403493881226
2,40,32,200,Nadam,0.7670300006866455
2,40,64,200,Nadam,0.7724795937538147
2,40,128,200,Nadam,0.7438691854476929
2,40,256,200,Nadam,0.7506812214851379
2,40,512,200,Nadam,0.7561308145523071
2,50,16,200,Nadam,0.7915531396865845
2,50,32,200,Nadam,0.8201634883880615
2,50,64,200,Nadam,0.7711171507835388
2,50,128,200,Nadam,0.7506812214851379
2,50,256,200,Nadam,0.7220708727836609
2,50,512,200,Nadam,0.7534059882164001
2,60,16,200,Nadam,0.7316076159477234
2,60,32,200,Nadam,0.8065395355224609
2,60,64,200,Nadam,0.803814709186554
2,60,128,200,Nadam,0.779291570186615
2,60,256,200,Nadam,0.7574931979179382
2,60,512,200,Nadam,0.7738419771194458
2,70,16,200,Nadam,0.779291570186615
2,70,32,200,Nadam,0.7956403493881226
2,70,64,200,Nadam,0.7683923840522766
2,70,128,200,Nadam,0.8065395355224609
2,70,256,200,Nadam,0.7738419771194458
2,70,512,200,Nadam,0.7942779064178467
2,80,16,200,Nadam,0.7861035466194153
2,80,32,200,Nadam,0.7983651161193848
2,80,64,200,Nadam,0.7629427909851074
2,80,128,200,Nadam,0.7915531396865845
2,80,256,200,Nadam,0.7901907563209534
2,80,512,200,Nadam,0.7547683715820312
2,90,16,200,Nadam,0.7888283133506775
2,90,32,200,Nadam,0.7942779064178467
2,90,64,200,Nadam,0.7833787202835083
2,90,128,200,Nadam,0.7915531396865845
2,90,256,200,Nadam,0.7901907563209534
2,90,512,200,Nadam,0.7547683715820312
2,100,16,200,Nadam,0.7833787202835083
2,100,32,200,Nadam,0.7956403493881226
2,100,64,200,Nadam,0.7752043604850769
2,100,128,200,Nadam,0.7724795937538147
2,100,256,200,Nadam,0.7956403493881226
2,100,512,200,Nadam,0.7602179646492004
3,30,16,200,Nadam,0.7656675577163696
3,30,32,200,Nadam,0.7561308145523071
3,30,64,200,Nadam,0.7506812214851379
3,30,128,200,Nadam,0.7779291272163391
3,30,256,200,Nadam,0.7411444187164307
3,30,512,200,Nadam,0.7002725005149841
3,40,16,200,Nadam,0.7588555812835693
3,40,32,200,Nadam,0.7942779064178467
3,40,64,200,Nadam,0.7438691854476929
3,40,128,200,Nadam,0.7711171507835388
3,40,256,200,Nadam,0.7493187785148621
3,40,512,200,Nadam,0.7247956395149231
3,50,16,200,Nadam,0.7493187785148621
3,50,32,200,Nadam,0.7643051743507385
3,50,64,200,Nadam,0.7724795937538147
3,50,128,200,Nadam,0.7506812214851379
3,50,256,200,Nadam,0.7425068020820618
3,50,512,200,Nadam,0.7179836630821228
3,60,16,200,Nadam,0.7997274994850159
3,60,32,200,Nadam,0.7615804076194763
3,60,64,200,Nadam,0.7724795937538147
3,60,128,200,Nadam,0.7861035466194153
3,60,256,200,Nadam,0.7302452325820923
3,60,512,200,Nadam,0.7738419771194458
3,70,16,200,Nadam,0.7738419771194458
3,70,32,200,Nadam,0.7738419771194458
3,70,64,200,Nadam,0.779291570186615
3,70,128,200,Nadam,0.7602179646492004
3,70,256,200,Nadam,0.7397820353507996
3,70,512,200,Nadam,0.7588555812835693
3,80,16,200,Nadam,0.7820163369178772
3,80,32,200,Nadam,0.7752043604850769
3,80,64,200,Nadam,0.7847411632537842
3,80,128,200,Nadam,0.7697547674179077
3,80,256,200,Nadam,0.7329699993133545
3,80,512,200,Nadam,0.7125340700149536
3,90,16,200,Nadam,0.7629427909851074
3,90,32,200,Nadam,0.7711171507835388
3,90,64,200,Nadam,0.747956395149231
3,90,128,200,Nadam,0.7861035466194153
3,90,256,200,Nadam,0.7329699993133545
3,90,512,200,Nadam,0.7193460464477539
3,100,16,200,Nadam,0.7697547674179077
3,100,32,200,Nadam,0.7561308145523071
3,100,64,200,Nadam,0.7956403493881226
3,100,128,200,Nadam,0.7561308145523071
3,100,256,200,Nadam,0.7452316284179688
3,100,512,200,Nadam,0.7615804076194763
1,30,16,300,Nadam,0.8119891285896301
1,30,32,300,Nadam,0.8242506980895996
1,30,64,300,Nadam,0.8065395355224609
1,30,128,300,Nadam,0.8201634883880615
1,30,256,300,Nadam,0.8119891285896301
1,30,512,300,Nadam,0.7493187785148621
1,40,16,300,Nadam,0.8378746509552002
1,40,32,300,Nadam,0.803814709186554
1,40,64,300,Nadam,0.7901907563209534
1,40,128,300,Nadam,0.8065395355224609
1,40,256,300,Nadam,0.8024523258209229
